,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
21653,-1.0,541300.0,PINA_COLADAS,15125.0,78.0,,,,,15128.0,88.0,,,,,15126.5,-180348.0
21657,-1.0,541400.0,PINA_COLADAS,15122.0,96.0,,,,,15125.0,96.0,,,,,15123.5,-176260.0
21661,-1.0,541500.0,PINA_COLADAS,15120.0,98.0,,,,,15123.0,33.0,15124.0,65.0,,,15121.5,-173346.0
21667,-1.0,541600.0,PINA_COLADAS,15119.0,106.0,,,,,15122.0,35.0,15123.0,71.0,,,15120.5,-171828.0
21669,-1.0,541700.0,PINA_COLADAS,15120.0,84.0,,,,,15123.0,84.0,,,,,15121.5,-172536.0
21673,-1.0,541800.0,PINA_COLADAS,15119.0,85.0,,,,,15122.0,85.0,,,,,15120.5,-171190.0
21677,-1.0,541900.0,PINA_COLADAS,15119.0,23.0,15118.0,72.0,,,15122.0,95.0,,,,,15120.5,-170858.0
21683,-1.0,542000.0,PINA_COLADAS,15122.0,24.0,15121.0,67.0,,,15125.0,91.0,,,,,15123.5,-175316.0
21685,-1.0,542100.0,PINA_COLADAS,15121.0,95.0,,,,,15124.0,95.0,,,,,15122.5,-174282.0
21688,-1.0,542200.0,PINA_COLADAS,15121.0,80.0,,,,,15124.0,80.0,,,,,15122.5,-174158.0
21693,-1.0,542300.0,PINA_COLADAS,15122.0,83.0,,,,,15125.0,83.0,,,,,15123.5,-175856.0
21698,-1.0,542400.0,PINA_COLADAS,15124.0,27.0,15123.0,59.0,,,15126.0,27.0,15127.0,59.0,,,15125.0,-178112.0
21701,-1.0,542500.0,PINA_COLADAS,15121.0,79.0,,,,,15124.0,79.0,,,,,15122.5,-174788.0
21704,-1.0,542600.0,PINA_COLADAS,15120.0,89.0,,,,,15123.0,26.0,15124.0,63.0,,,15121.5,-173408.0
21709,-1.0,542700.0,PINA_COLADAS,15119.0,22.0,15118.0,75.0,,,15121.0,22.0,15122.0,75.0,,,15120.0,-170514.0
21714,-1.0,542800.0,PINA_COLADAS,15117.0,98.0,,,,,15120.0,98.0,,,,,15118.5,-168234.0
21717,-1.0,542900.0,PINA_COLADAS,15119.0,85.0,,,,,15122.0,85.0,,,,,15120.5,-171312.0
21720,-1.0,543000.0,PINA_COLADAS,15117.0,30.0,15116.0,55.0,,,15119.0,30.0,15120.0,55.0,,,15118.0,-167552.0
21726,-1.0,543100.0,PINA_COLADAS,15120.0,37.0,15119.0,93.0,,,15122.0,93.0,,,,,15121.0,-171432.0
21730,-1.0,543200.0,PINA_COLADAS,15121.0,32.0,15120.0,63.0,,,15124.0,95.0,,,,,15122.5,-173838.0
21735,-1.0,543300.0,PINA_COLADAS,15119.0,79.0,,,,,15122.0,26.0,15123.0,53.0,,,15120.5,-171946.0
21736,-1.0,543400.0,PINA_COLADAS,15118.0,92.0,,,,,15121.0,35.0,15122.0,57.0,,,15119.5,-170280.0
21742,-1.0,543500.0,PINA_COLADAS,15119.0,34.0,15118.0,55.0,,,15121.0,34.0,15122.0,55.0,,,15120.0,-170490.0
21746,-1.0,543600.0,PINA_COLADAS,15122.0,92.0,,,,,15125.0,28.0,15126.0,64.0,,,15123.5,-176368.0
21750,-1.0,543700.0,PINA_COLADAS,15118.0,25.0,15117.0,52.0,,,15120.0,25.0,15121.0,52.0,,,15119.0,-169120.0
21752,-1.0,543800.0,PINA_COLADAS,15120.0,99.0,,,,,15123.0,99.0,,,,,15121.5,-172592.0
21758,-1.0,543900.0,PINA_COLADAS,15121.0,88.0,,,,,15124.0,88.0,,,,,15122.5,-173964.0
21762,-1.0,544000.0,PINA_COLADAS,15120.0,107.0,,,,,15123.0,107.0,,,,,15121.5,-173172.0
21766,-1.0,544100.0,PINA_COLADAS,15122.0,29.0,15121.0,67.0,,,15125.0,96.0,,,,,15123.5,-175336.0
21768,-1.0,544200.0,PINA_COLADAS,15121.0,24.0,15120.0,52.0,,,15123.0,24.0,15124.0,52.0,,,15122.0,-173706.0
21774,-1.0,544300.0,PINA_COLADAS,15118.0,95.0,,,,,15121.0,95.0,,,,,15119.5,-169508.0
21778,-1.0,544400.0,PINA_COLADAS,15118.0,22.0,15117.0,56.0,,,15121.0,78.0,,,,,15119.5,-169228.0
21782,-1.0,544500.0,PINA_COLADAS,15120.0,79.0,,,,,15123.0,79.0,,,,,15121.5,-173264.0
21784,-1.0,544600.0,PINA_COLADAS,15122.0,98.0,,,,,15125.0,24.0,15126.0,74.0,,,15123.5,-176442.0
21789,-1.0,544700.0,PINA_COLADAS,15125.0,26.0,15124.0,68.0,,,15126.0,40.0,15127.0,26.0,15128.0,68.0,15125.5,-179782.0
21794,-1.0,544800.0,PINA_COLADAS,15127.0,100.0,,,,,15130.0,100.0,,,,,15128.5,-183796.0
21797,-1.0,544900.0,PINA_COLADAS,15127.0,98.0,,,,,15130.0,98.0,,,,,15128.5,-183428.0
21800,-1.0,545000.0,PINA_COLADAS,15126.0,94.0,,,,,15129.0,94.0,,,,,15127.5,-181632.0
21805,-1.0,545100.0,PINA_COLADAS,15125.0,107.0,,,,,15128.0,107.0,,,,,15126.5,-180492.0
21810,-1.0,545200.0,PINA_COLADAS,15124.0,84.0,,,,,15125.0,21.0,15127.0,31.0,15128.0,53.0,15124.5,-179498.0
21813,-1.0,545300.0,PINA_COLADAS,15122.0,43.0,15121.0,69.0,,,15124.0,22.0,15125.0,69.0,,,15123.0,-175106.0
21816,-1.0,545400.0,PINA_COLADAS,15124.0,15.0,15122.0,101.0,,,15125.0,101.0,,,,,15124.5,-175906.0
21823,-1.0,545500.0,PINA_COLADAS,15125.0,29.0,15124.0,52.0,,,15127.0,29.0,15128.0,52.0,,,15126.0,-179744.0
21827,-1.0,545600.0,PINA_COLADAS,15127.0,108.0,,,,,15130.0,108.0,,,,,15128.5,-183394.0
21831,-1.0,545700.0,PINA_COLADAS,15128.0,36.0,15127.0,64.0,,,15129.0,26.0,15130.0,36.0,15131.0,64.0,15128.5,-184228.0
21833,-1.0,545800.0,PINA_COLADAS,15123.0,75.0,,,,,15126.0,75.0,,,,,15124.5,-177186.0
21839,-1.0,545900.0,PINA_COLADAS,15123.0,37.0,15122.0,72.0,,,15125.0,37.0,15126.0,72.0,,,15124.0,-176726.0
21843,-1.0,546000.0,PINA_COLADAS,15121.0,98.0,,,,,15122.0,23.0,15124.0,98.0,,,15121.5,-174236.0
21847,-1.0,546100.0,PINA_COLADAS,15124.0,11.0,15123.0,29.0,15122.0,64.0,15125.0,29.0,15126.0,64.0,,,15124.5,-176526.0
21849,-1.0,546200.0,PINA_COLADAS,15120.0,82.0,,,,,15123.0,28.0,15124.0,54.0,,,15121.5,-173472.0
21855,-1.0,546300.0,PINA_COLADAS,15118.0,84.0,,,,,15119.0,29.0,15121.0,84.0,,,15118.5,-169794.0
21859,-1.0,546400.0,PINA_COLADAS,15117.0,102.0,,,,,15120.0,102.0,,,,,15118.5,-168532.0
21863,-1.0,546500.0,PINA_COLADAS,15120.0,92.0,,,,,15121.0,39.0,15123.0,92.0,,,15120.5,-173182.0
21866,-1.0,546600.0,PINA_COLADAS,15119.0,76.0,,,,,15122.0,76.0,,,,,15120.5,-171106.0
21871,-1.0,546700.0,PINA_COLADAS,15120.0,39.0,15119.0,55.0,,,15122.0,39.0,15123.0,55.0,,,15121.0,-172168.0
21872,-1.0,546800.0,PINA_COLADAS,15119.0,85.0,,,,,15120.0,22.0,15122.0,85.0,,,15119.5,-171702.0
21876,-1.0,546900.0,PINA_COLADAS,15123.0,38.0,15122.0,70.0,,,15126.0,108.0,,,,,15124.5,-176860.0
21881,-1.0,547000.0,PINA_COLADAS,15121.0,32.0,15120.0,59.0,,,15124.0,91.0,,,,,15122.5,-173890.0
21887,-1.0,547100.0,PINA_COLADAS,15121.0,30.0,15120.0,63.0,,,15123.0,30.0,15124.0,63.0,,,15122.0,-173540.0
21888,-1.0,547200.0,PINA_COLADAS,15122.0,94.0,,,,,15125.0,94.0,,,,,15123.5,-175968.0
21892,-1.0,547300.0,PINA_COLADAS,15119.0,82.0,,,,,15122.0,82.0,,,,,15120.5,-171766.0
21898,-1.0,547400.0,PINA_COLADAS,15116.0,85.0,,,,,15119.0,85.0,,,,,15117.5,-166380.0
21902,-1.0,547500.0,PINA_COLADAS,15114.0,79.0,,,,,15117.0,79.0,,,,,15115.5,-164116.0
21904,-1.0,547600.0,PINA_COLADAS,15115.0,24.0,15114.0,67.0,,,15118.0,91.0,,,,,15116.5,-164678.0
21908,-1.0,547700.0,PINA_COLADAS,15115.0,83.0,,,,,15118.0,83.0,,,,,15116.5,-165310.0
21915,-1.0,547800.0,PINA_COLADAS,15116.0,60.0,15115.0,63.0,,,15118.0,20.0,15119.0,63.0,,,15117.0,-165920.0
21918,-1.0,547900.0,PINA_COLADAS,15115.0,106.0,,,,,15118.0,31.0,15119.0,75.0,,,15116.5,-165746.0
21920,-1.0,548000.0,PINA_COLADAS,15118.0,106.0,,,,,15121.0,106.0,,,,,15119.5,-169956.0
21924,-1.0,548100.0,PINA_COLADAS,15119.0,106.0,,,,,15122.0,106.0,,,,,15120.5,-170988.0
21930,-1.0,548200.0,PINA_COLADAS,15122.0,96.0,,,,,15125.0,96.0,,,,,15123.5,-175756.0
21934,-1.0,548300.0,PINA_COLADAS,15122.0,75.0,,,,,15125.0,75.0,,,,,15123.5,-175966.0
21936,-1.0,548400.0,PINA_COLADAS,15123.0,104.0,,,,,15126.0,104.0,,,,,15124.5,-177584.0
21940,-1.0,548500.0,PINA_COLADAS,15126.0,97.0,,,,,15129.0,97.0,,,,,15127.5,-181774.0
21946,-1.0,548600.0,PINA_COLADAS,15123.0,79.0,,,,,15126.0,79.0,,,,,15124.5,-177460.0
21950,-1.0,548700.0,PINA_COLADAS,15124.0,26.0,15123.0,97.0,,,15126.0,97.0,,,,,15125.0,-177214.0
21953,-1.0,548800.0,PINA_COLADAS,15124.0,29.0,15123.0,61.0,,,15127.0,90.0,,,,,15125.5,-178448.0
21956,-1.0,548900.0,PINA_COLADAS,15124.0,100.0,,,,,15127.0,100.0,,,,,15125.5,-179106.0
21961,-1.0,549000.0,PINA_COLADAS,15126.0,21.0,15125.0,68.0,,,15129.0,89.0,,,,,15127.5,-181522.0
21965,-1.0,549100.0,PINA_COLADAS,15125.0,97.0,,,,,15128.0,97.0,,,,,15126.5,-180254.0
21968,-1.0,549200.0,PINA_COLADAS,15125.0,79.0,,,,,15128.0,79.0,,,,,15126.5,-180740.0
21972,-1.0,549300.0,PINA_COLADAS,15124.0,85.0,,,,,15127.0,85.0,,,,,15125.5,-179150.0
21977,-1.0,549400.0,PINA_COLADAS,15124.0,80.0,,,,,15127.0,80.0,,,,,15125.5,-179012.0
21981,-1.0,549500.0,PINA_COLADAS,15126.0,21.0,15125.0,56.0,,,15129.0,77.0,,,,,15127.5,-181510.0
21984,-1.0,549600.0,PINA_COLADAS,15126.0,98.0,,,,,15129.0,23.0,15130.0,75.0,,,15127.5,-182430.0
21988,-1.0,549700.0,PINA_COLADAS,15127.0,70.0,15126.0,57.0,,,15129.0,40.0,15130.0,57.0,,,15128.0,-182682.0
21993,-1.0,549800.0,PINA_COLADAS,15129.0,85.0,,,,,15132.0,85.0,,,,,15130.5,-186464.0
21998,-1.0,549900.0,PINA_COLADAS,15129.0,108.0,,,,,15132.0,34.0,15133.0,74.0,,,15130.5,-187094.0
22002,-1.0,550000.0,PINA_COLADAS,15133.0,87.0,,,,,15136.0,29.0,15137.0,58.0,,,15134.5,-193110.0
22005,-1.0,550100.0,PINA_COLADAS,15133.0,26.0,15132.0,53.0,,,15136.0,79.0,,,,,15134.5,-192044.0
22011,-1.0,550200.0,PINA_COLADAS,15133.0,27.0,15132.0,74.0,,,15136.0,101.0,,,,,15134.5,-192096.0
22013,-1.0,550300.0,PINA_COLADAS,15135.0,105.0,,,,,15136.0,26.0,15138.0,105.0,,,15135.5,-195242.0
22017,-1.0,550400.0,PINA_COLADAS,15134.0,110.0,,,,,15135.0,31.0,15137.0,36.0,15138.0,74.0,15134.5,-194690.0
22021,-1.0,550500.0,PINA_COLADAS,15135.0,92.0,,,,,15138.0,92.0,,,,,15136.5,-195674.0
22027,-1.0,550600.0,PINA_COLADAS,15135.0,90.0,,,,,15138.0,90.0,,,,,15136.5,-195260.0
22029,-1.0,550700.0,PINA_COLADAS,15133.0,80.0,,,,,15136.0,80.0,,,,,15134.5,-192382.0
22033,-1.0,550800.0,PINA_COLADAS,15133.0,110.0,,,,,15136.0,110.0,,,,,15134.5,-193044.0
22037,-1.0,550900.0,PINA_COLADAS,15135.0,84.0,,,,,15138.0,84.0,,,,,15136.5,-195230.0
22043,-1.0,551000.0,PINA_COLADAS,15133.0,28.0,15132.0,57.0,,,15135.0,28.0,15136.0,57.0,,,15134.0,-191818.0
22046,-1.0,551100.0,PINA_COLADAS,15136.0,98.0,,,,,15139.0,98.0,,,,,15137.5,-196944.0
22048,-1.0,551200.0,PINA_COLADAS,15137.0,93.0,,,,,15140.0,93.0,,,,,15138.5,-199040.0
22053,-1.0,551300.0,PINA_COLADAS,15138.0,33.0,15137.0,55.0,,,15141.0,88.0,,,,,15139.5,-199740.0
22058,-1.0,551400.0,PINA_COLADAS,15140.0,81.0,,,,,15143.0,81.0,,,,,15141.5,-203224.0
22061,-1.0,551500.0,PINA_COLADAS,15138.0,38.0,15137.0,89.0,,,15140.0,89.0,,,,,15139.0,-199072.0
22064,-1.0,551600.0,PINA_COLADAS,15135.0,74.0,,,,,15138.0,21.0,15139.0,53.0,,,15136.5,-196230.0
22069,-1.0,551700.0,PINA_COLADAS,15135.0,35.0,15134.0,61.0,,,15137.0,35.0,15138.0,61.0,,,15136.0,-194958.0
22074,-1.0,551800.0,PINA_COLADAS,15135.0,90.0,,,,,15138.0,90.0,,,,,15136.5,-196048.0
22078,-1.0,551900.0,PINA_COLADAS,15134.0,78.0,,,,,15137.0,78.0,,,,,15135.5,-193906.0
22080,-1.0,552000.0,PINA_COLADAS,15135.0,104.0,,,,,15138.0,104.0,,,,,15136.5,-195420.0
22086,-1.0,552100.0,PINA_COLADAS,15135.0,98.0,,,,,15138.0,98.0,,,,,15136.5,-195894.0
22090,-1.0,552200.0,PINA_COLADAS,15138.0,29.0,15137.0,63.0,,,15140.0,29.0,15141.0,63.0,,,15139.0,-199570.0
22094,-1.0,552300.0,PINA_COLADAS,15137.0,37.0,15136.0,59.0,,,15140.0,96.0,,,,,15138.5,-198188.0
22096,-1.0,552400.0,PINA_COLADAS,15133.0,101.0,,,,,15136.0,101.0,,,,,15134.5,-192948.0
22102,-1.0,552500.0,PINA_COLADAS,15131.0,81.0,,,,,15132.0,27.0,15134.0,81.0,,,15131.5,-189784.0
22106,-1.0,552600.0,PINA_COLADAS,15134.0,96.0,,,,,15137.0,96.0,,,,,15135.5,-193972.0
22110,-1.0,552700.0,PINA_COLADAS,15135.0,77.0,,,,,15138.0,77.0,,,,,15136.5,-195394.0
22112,-1.0,552800.0,PINA_COLADAS,15130.0,102.0,,,,,15133.0,38.0,15134.0,64.0,,,15131.5,-188506.0
22118,-1.0,552900.0,PINA_COLADAS,15132.0,97.0,,,,,15135.0,97.0,,,,,15133.5,-191528.0
22122,-1.0,553000.0,PINA_COLADAS,15129.0,76.0,,,,,15132.0,76.0,,,,,15130.5,-186432.0
22126,-1.0,553100.0,PINA_COLADAS,15131.0,77.0,,,,,15134.0,77.0,,,,,15132.5,-189392.0
22128,-1.0,553200.0,PINA_COLADAS,15133.0,82.0,,,,,15136.0,82.0,,,,,15134.5,-192232.0
22134,-1.0,553300.0,PINA_COLADAS,15133.0,26.0,15132.0,67.0,,,15135.0,26.0,15136.0,67.0,,,15134.0,-191996.0
22138,-1.0,553400.0,PINA_COLADAS,15130.0,101.0,,,,,15133.0,101.0,,,,,15131.5,-188078.0
22141,-1.0,553500.0,PINA_COLADAS,15127.0,36.0,15126.0,92.0,,,15129.0,92.0,,,,,15128.0,-182184.0
22144,-1.0,553600.0,PINA_COLADAS,15126.0,31.0,15125.0,55.0,,,15128.0,31.0,15129.0,55.0,,,15127.0,-181188.0
22149,-1.0,553700.0,PINA_COLADAS,15127.0,103.0,,,,,15130.0,31.0,15131.0,72.0,,,15128.5,-183968.0
22154,-1.0,553800.0,PINA_COLADAS,15126.0,91.0,,,,,15129.0,91.0,,,,,15127.5,-181664.0
22157,-1.0,553900.0,PINA_COLADAS,15126.0,85.0,,,,,15129.0,85.0,,,,,15127.5,-181700.0
22160,-1.0,554000.0,PINA_COLADAS,15126.0,102.0,,,,,15127.0,29.0,15129.0,102.0,,,15126.5,-182072.0
22165,-1.0,554100.0,PINA_COLADAS,15128.0,22.0,15127.0,73.0,,,15130.0,22.0,15131.0,73.0,,,15129.0,-184372.0
22170,-1.0,554200.0,PINA_COLADAS,15127.0,66.0,15126.0,55.0,,,15129.0,33.0,15130.0,55.0,,,15128.0,-182682.0
22173,-1.0,554300.0,PINA_COLADAS,15126.0,80.0,,,,,15129.0,80.0,,,,,15127.5,-181932.0
22177,-1.0,554400.0,PINA_COLADAS,15125.0,85.0,,,,,15128.0,85.0,,,,,15126.5,-180630.0
22183,-1.0,554500.0,PINA_COLADAS,15123.0,114.0,,,,,15126.0,114.0,,,,,15124.5,-177010.0
22187,-1.0,554600.0,PINA_COLADAS,15123.0,32.0,15122.0,58.0,,,15126.0,90.0,,,,,15124.5,-176898.0
22191,-1.0,554700.0,PINA_COLADAS,15120.0,89.0,,,,,15121.0,33.0,15123.0,89.0,,,15120.5,-172456.0
22193,-1.0,554800.0,PINA_COLADAS,15122.0,32.0,15121.0,60.0,,,15124.0,32.0,15125.0,60.0,,,15123.0,-175228.0
22199,-1.0,554900.0,PINA_COLADAS,15125.0,36.0,15124.0,56.0,,,15127.0,36.0,15128.0,56.0,,,15126.0,-179776.0
22203,-1.0,555000.0,PINA_COLADAS,15125.0,94.0,,,,,15126.0,25.0,15128.0,40.0,15129.0,54.0,15125.5,-180996.0
22207,-1.0,555100.0,PINA_COLADAS,15125.0,90.0,,,,,15128.0,90.0,,,,,15126.5,-180734.0
22209,-1.0,555200.0,PINA_COLADAS,15125.0,97.0,,,,,15128.0,97.0,,,,,15126.5,-180024.0
22215,-1.0,555300.0,PINA_COLADAS,15123.0,94.0,,,,,15126.0,94.0,,,,,15124.5,-177706.0
22219,-1.0,555400.0,PINA_COLADAS,15123.0,83.0,,,,,15126.0,83.0,,,,,15124.5,-177080.0
22220,-1.0,555500.0,PINA_COLADAS,15123.0,106.0,,,,,15126.0,106.0,,,,,15124.5,-177776.0
22226,-1.0,555600.0,PINA_COLADAS,15123.0,84.0,,,,,15126.0,84.0,,,,,15124.5,-177038.0
22231,-1.0,555700.0,PINA_COLADAS,15121.0,76.0,,,,,15124.0,76.0,,,,,15122.5,-174262.0
22232,-1.0,555800.0,PINA_COLADAS,15124.0,32.0,15123.0,62.0,,,15126.0,32.0,15127.0,62.0,,,15125.0,-178140.0
22236,-1.0,555900.0,PINA_COLADAS,15125.0,25.0,15124.0,74.0,,,15128.0,99.0,,,,,15126.5,-179862.0
22241,-1.0,556000.0,PINA_COLADAS,15123.0,36.0,15122.0,56.0,,,15125.0,36.0,15126.0,56.0,,,15124.0,-176734.0
22247,-1.0,556100.0,PINA_COLADAS,15123.0,21.0,15122.0,69.0,,,15126.0,90.0,,,,,15124.5,-176956.0
22248,-1.0,556200.0,PINA_COLADAS,15127.0,29.0,15126.0,91.0,,,15129.0,91.0,,,,,15128.0,-182308.0
22252,-1.0,556300.0,PINA_COLADAS,15126.0,28.0,15125.0,60.0,,,15129.0,88.0,,,,,15127.5,-181502.0
22258,-1.0,556400.0,PINA_COLADAS,15124.0,25.0,15123.0,63.0,,,15126.0,25.0,15127.0,63.0,,,15125.0,-178310.0
22262,-1.0,556500.0,PINA_COLADAS,15124.0,88.0,,,,,15125.0,28.0,15127.0,88.0,,,15124.5,-179262.0
22265,-1.0,556600.0,PINA_COLADAS,15123.0,29.0,15122.0,59.0,,,15125.0,29.0,15126.0,59.0,,,15124.0,-176790.0
22268,-1.0,556700.0,PINA_COLADAS,15120.0,93.0,,,,,15123.0,93.0,,,,,15121.5,-172804.0
22274,-1.0,556800.0,PINA_COLADAS,15120.0,28.0,15119.0,52.0,,,15122.0,28.0,15123.0,52.0,,,15121.0,-172246.0
22278,-1.0,556900.0,PINA_COLADAS,15119.0,26.0,15118.0,71.0,,,15121.0,26.0,15122.0,71.0,,,15120.0,-170588.0
22280,-1.0,557000.0,PINA_COLADAS,15116.0,95.0,,,,,15119.0,40.0,15120.0,55.0,,,15117.5,-167394.0
22284,-1.0,557100.0,PINA_COLADAS,15114.0,100.0,,,,,15117.0,100.0,,,,,15115.5,-163906.0
22290,-1.0,557200.0,PINA_COLADAS,15115.0,113.0,,,,,15118.0,113.0,,,,,15116.5,-165120.0
22294,-1.0,557300.0,PINA_COLADAS,15118.0,80.0,,,,,15121.0,80.0,,,,,15119.5,-169690.0
22296,-1.0,557400.0,PINA_COLADAS,15113.0,98.0,,,,,15116.0,98.0,,,,,15114.5,-162432.0
22300,-1.0,557500.0,PINA_COLADAS,15118.0,22.0,15117.0,70.0,,,15121.0,92.0,,,,,15119.5,-169214.0
22306,-1.0,557600.0,PINA_COLADAS,15116.0,70.0,,,,,15119.0,70.0,,,,,15117.5,-166896.0
22310,-1.0,557700.0,PINA_COLADAS,15116.0,86.0,,,,,15119.0,86.0,,,,,15117.5,-166536.0
22313,-1.0,557800.0,PINA_COLADAS,15114.0,99.0,,,,,15117.0,99.0,,,,,15115.5,-164114.0
22316,-1.0,557900.0,PINA_COLADAS,15112.0,87.0,,,,,15115.0,87.0,,,,,15113.5,-160898.0
22321,-1.0,558000.0,PINA_COLADAS,15110.0,81.0,,,,,15111.0,34.0,15113.0,81.0,,,15110.5,-157512.0
22325,-1.0,558100.0,PINA_COLADAS,15108.0,38.0,15107.0,63.0,,,15110.0,38.0,15111.0,63.0,,,15109.0,-153774.0
22328,-1.0,558200.0,PINA_COLADAS,15107.0,34.0,15106.0,104.0,,,15109.0,104.0,,,,,15108.0,-151942.0
22332,-1.0,558300.0,PINA_COLADAS,15108.0,94.0,,,,,15111.0,94.0,,,,,15109.5,-155008.0
22337,-1.0,558400.0,PINA_COLADAS,15108.0,20.0,15107.0,75.0,,,15111.0,95.0,,,,,15109.5,-154118.0
22341,-1.0,558500.0,PINA_COLADAS,15105.0,80.0,,,,,15108.0,21.0,15109.0,59.0,,,15106.5,-150530.0
22344,-1.0,558600.0,PINA_COLADAS,15102.0,77.0,,,,,15105.0,26.0,15106.0,51.0,,,15103.5,-146128.0
22348,-1.0,558700.0,PINA_COLADAS,15105.0,77.0,,,,,15108.0,77.0,,,,,15106.5,-149796.0
22355,-1.0,558800.0,PINA_COLADAS,15100.0,76.0,,,,,15103.0,76.0,,,,,15101.5,-142234.0
22358,-1.0,558900.0,PINA_COLADAS,15095.0,95.0,,,,,15098.0,95.0,,,,,15096.5,-135096.0
22361,-1.0,559000.0,PINA_COLADAS,15091.0,101.0,,,,,15094.0,101.0,,,,,15092.5,-128650.0
22365,-1.0,559100.0,PINA_COLADAS,15094.0,86.0,,,,,15097.0,86.0,,,,,15095.5,-133420.0
22371,-1.0,559200.0,PINA_COLADAS,15097.0,20.0,15096.0,66.0,,,15099.0,20.0,15100.0,66.0,,,15098.0,-137112.0
22373,-1.0,559300.0,PINA_COLADAS,15094.0,84.0,,,,,15097.0,84.0,,,,,15095.5,-133812.0
22377,-1.0,559400.0,PINA_COLADAS,15093.0,95.0,,,,,15096.0,95.0,,,,,15094.5,-132214.0
22381,-1.0,559500.0,PINA_COLADAS,15093.0,37.0,15092.0,54.0,,,15096.0,91.0,,,,,15094.5,-131346.0
22387,-1.0,559600.0,PINA_COLADAS,15093.0,27.0,15092.0,60.0,,,15096.0,87.0,,,,,15094.5,-131404.0
22389,-1.0,559700.0,PINA_COLADAS,15093.0,20.0,15092.0,56.0,,,15096.0,76.0,,,,,15094.5,-131396.0
22393,-1.0,559800.0,PINA_COLADAS,15092.0,85.0,,,,,15095.0,85.0,,,,,15093.5,-130150.0
22398,-1.0,559900.0,PINA_COLADAS,15092.0,31.0,15091.0,103.0,,,15094.0,103.0,,,,,15093.0,-128896.0
22402,-1.0,560000.0,PINA_COLADAS,15087.0,87.0,,,,,15090.0,87.0,,,,,15088.5,-122906.0
22405,-1.0,560100.0,PINA_COLADAS,15087.0,108.0,,,,,15090.0,108.0,,,,,15088.5,-123088.0
22408,-1.0,560200.0,PINA_COLADAS,15088.0,39.0,15087.0,60.0,,,15090.0,39.0,15091.0,60.0,,,15089.0,-123494.0
22413,-1.0,560300.0,PINA_COLADAS,15088.0,86.0,,,,,15091.0,25.0,15092.0,61.0,,,15089.5,-124862.0
22418,-1.0,560400.0,PINA_COLADAS,15090.0,102.0,,,,,15093.0,102.0,,,,,15091.5,-127662.0
22421,-1.0,560500.0,PINA_COLADAS,15088.0,110.0,,,,,15091.0,35.0,15092.0,75.0,,,15089.5,-124794.0
22424,-1.0,560600.0,PINA_COLADAS,15086.0,74.0,,,,,15089.0,74.0,,,,,15087.5,-120866.0
22430,-1.0,560700.0,PINA_COLADAS,15083.0,34.0,15082.0,57.0,,,15085.0,34.0,15086.0,57.0,,,15084.0,-115960.0
22434,-1.0,560800.0,PINA_COLADAS,15081.0,88.0,,,,,15084.0,88.0,,,,,15082.5,-113636.0
22438,-1.0,560900.0,PINA_COLADAS,15078.0,108.0,,,,,15081.0,34.0,15082.0,74.0,,,15079.5,-109632.0
22440,-1.0,561000.0,PINA_COLADAS,15078.0,80.0,,,,,15081.0,80.0,,,,,15079.5,-109028.0
22447,-1.0,561100.0,PINA_COLADAS,15076.0,104.0,,,,,15079.0,104.0,,,,,15077.5,-106440.0
22450,-1.0,561200.0,PINA_COLADAS,15074.0,98.0,,,,,15077.0,98.0,,,,,15075.5,-103096.0
22454,-1.0,561300.0,PINA_COLADAS,15071.0,78.0,,,,,15074.0,78.0,,,,,15072.5,-98662.0
22456,-1.0,561400.0,PINA_COLADAS,15072.0,92.0,,,,,15075.0,92.0,,,,,15073.5,-99676.0
22462,-1.0,561500.0,PINA_COLADAS,15071.0,87.0,,,,,15074.0,87.0,,,,,15072.5,-98464.0
22466,-1.0,561600.0,PINA_COLADAS,15069.0,28.0,15068.0,66.0,,,15071.0,28.0,15072.0,66.0,,,15070.0,-94674.0
22470,-1.0,561700.0,PINA_COLADAS,15070.0,88.0,,,,,15073.0,88.0,,,,,15071.5,-96510.0
22472,-1.0,561800.0,PINA_COLADAS,15068.0,101.0,,,,,15071.0,101.0,,,,,15069.5,-94036.0
22478,-1.0,561900.0,PINA_COLADAS,15070.0,40.0,15069.0,70.0,,,15072.0,40.0,15073.0,70.0,,,15071.0,-96204.0
22482,-1.0,562000.0,PINA_COLADAS,15072.0,31.0,15071.0,61.0,,,15074.0,31.0,15075.0,61.0,,,15073.0,-99238.0
22486,-1.0,562100.0,PINA_COLADAS,15074.0,91.0,,,,,15077.0,91.0,,,,,15075.5,-102636.0
22488,-1.0,562200.0,PINA_COLADAS,15076.0,99.0,,,,,15079.0,30.0,15080.0,69.0,,,15077.5,-106522.0
22493,-1.0,562300.0,PINA_COLADAS,15077.0,96.0,,,,,15080.0,96.0,,,,,15078.5,-107178.0
22498,-1.0,562400.0,PINA_COLADAS,15075.0,21.0,15074.0,97.0,,,15077.0,97.0,,,,,15076.0,-102550.0
22501,-1.0,562500.0,PINA_COLADAS,15072.0,79.0,,,,,15075.0,79.0,,,,,15073.5,-100036.0
